journal_entry_id,line_description,gl_account_number,debit_amount,credit_amount
1139,LA CAIXA 81270,5720700.0,,479.26 
114,VICTOR MATA BATLLE,4100011.0,26.893.86 ,
114,LA CAIXA 81270,5720700.0,,26.893.86 
1140,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041.0,10.790.50 ,
1140,LA CAIXA 81270,5720700.0,,10.790.50 
1141,LA CAIXA 81270,5720700.0,,44.888.18 
1141,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041.0,44.888.18 ,
1142,INMOBILIARIA COLONIAL. S.A.,4100186.0,258.78 ,
1142,LA CAIXA 81270,5720700.0,,258.78 
1143,SEGURCAIXA ADESLAS. S.A. DE SEGUROS Y REASEGUROS,4000113.0,651.48 ,
1143,LA CAIXA 81270,5720700.0,,651.48 
1144,HDA.P.IVA REPERCUTIDO    ,4770000.0,,1.050.00 
1144,JIMENEZ SAIZ. CARLOS,7050193.0,,5.000.00 
1144,JIMENEZ SAIZ. CARLOS,4300193.0,6.050.00 ,
1145,CORRAL RUBIO. JOSE ANTONIO,7050194.0,,5.000.00 
1145,HDA.P.IVA REPERCUTIDO    ,4770000.0,,1.050.00 
1145,CORRAL RUBIO. JOSE ANTONIO,4300194.0,6.050.00 ,
1146,LUNALCA. S.L.,4300531.0,2.057.000.00 ,
1146,LUNALCA. S.L.,7050531.0,,1.700.000.00 
1146,HDA.P.IVA REPERCUTIDO    ,4770000.0,,357.000.00 
1147,HDA.P.IVA REPERCUTIDO    ,4770000.0,,8.400.00 
1147,MAGNON GREEN ENERGY. S.L.,4300532.0,48.400.00 ,
1147,MAGNON GREEN ENERGY. S.L.,7050532.0,,40.000.00 
1148,INGRESOS POR ARRENDAMIEN.,7520000.0,,1.161.81 
1148,STJ ADVISORS GROUP LIMITED,4300118.0,1.405.79 ,
1148,HDA.P.IVA REPERCUTIDO    ,4770000.0,,243.98 
115,LA CAIXA 81270,5720700.0,,26.893.86 
115,ENRIQUE UGALDE REBOLLO,4100025.0,26.893.86 ,
1150,SUELDOS Y SALARIOS       ,6400000.0,364.139.22 ,
1150,HDA. P.ACREED.RETENCIONES,4751000.0,,121.643.83 
1150,REMUNERAC.PENDIENTES PAGO,4650000.0,,224.490.09 
1150,OTROS GASTOS SOCIALES    ,6490000.0,,1.551.00 
1150,HDA.P.ACREEDORA RETENCIONES EN ESPECIE,4751100.0,,106.97 
1150,PRIMAS DE SEGUROS        ,6250000.0,,651.45 
1150,ORGAN.S.SOCIAL ACREEDORES,4760000.0,,13.795.88 
1150,HDA.P.RETENCIONES NO RESIDENTES,4751500.0,,1.900.00 
1151,SEGURIDAD SOCIAL         ,6420000.0,68.900.81 ,
1151,ORGAN.S.SOCIAL ACREEDORES,4760000.0,,68.900.81 
1152,Retencion Administrador,4751600.0,175.00 ,
1152,HDA. P.ACREED.RETENCIONES,4751000.0,,175.00 
1153,LA CAIXA 81270,5720700.0,,74.00 
1153,OTROS GASTOS SOCIALES    ,6490000.0,74.00 ,
1154,LA CAIXA 81270,5720700.0,,101.54 
1154,TFM TELEFONIA FABRICACION Y MANTENIMIENTO,4100403.0,101.54 ,
1155,LA CAIXA 81270,5720700.0,,7.59 
1155,SERVICIOS BANCARIOS      ,6260000.0,7.59 ,
1157,SERVICIOS BANCARIOS      ,6260000.0,10.85 ,
1157,LA CAIXA 81270,5720700.0,,10.85 
1158,LA CAIXA 81270,5720700.0,,7.233.90 
1158,BLOOMBERG ,4000228.0,7.233.90 ,
1159,LA CAIXA 81270,5720700.0,,90.17 
1159,METEOR TRANSPORT URGENT. S.L.,4000637.0,90.17 ,
116,FERNANDO SEBASTIAN SANZ,4100016.0,26.893.86 ,
116,LA CAIXA 81270,5720700.0,,26.893.86 
1160,DE ROMAN PEREZ. SAMUEL,4000680.0,212.00 ,
1160,LA CAIXA 81270,5720700.0,,212.00 
1161,LA CAIXA 81270,5720700.0,,480.35 
1161,MOMNOON ECOFF. S.L.,4000734.0,480.35 ,
1162,LA CAIXA 81270,5720700.0,,8.384.49 
1162,LLORENTE Y CUENCA MADRID. S.L.,4000521.0,8.384.49 ,
1163,CABIFY ESPAÑA. S.A.,4000217.0,379.28 ,
1163,LA CAIXA 81270,5720700.0,,379.28 
1164,LA CAIXA 81270,5720700.0,,4.279.50 
1164,PILLALOS TIAYDE. S.L.,4000619.0,4.279.50 ,
1165,LLORENTE Y CUENCA MADRID. S.L.,4000521.0,376.31 ,
1165,LA CAIXA 81270,5720700.0,,376.31 
1166,RAMS COURIER. S.L.,4000698.0,165.98 ,
1166,LA CAIXA 81270,5720700.0,,165.98 
1167,SERVICIOS INTEGRALES DE MANTENIMIENTO SIMALGA. S.L,4000651.0,65.35 ,
1167,LA CAIXA 81270,5720700.0,,65.35 
1168,LA CAIXA 81270,5720700.0,,22.687.50 
1168,M&A INVESTMENT NETWORK. S.L.,4000710.0,22.687.50 ,
1169,LA CAIXA 81270,5720700.0,,12.776.15 
1169,LA PERA INICIATIVAS EMPRESARIALES. S.L.,4000801.0,12.776.15 ,
117,XAVIER ESCUDERO RAFAS,4100009.0,26.893.86 ,
117,LA CAIXA 81270,5720700.0,,26.893.86 
1170,OTROS GASTOS SOCIALES    ,6490000.0,395.00 ,
1170,LA CAIXA 81270,5720700.0,,395.00 
1171,AMAZON EU SARL,4000570.0,267.77 ,
1171,LA CAIXA 81270,5720700.0,,267.77 
1172,SERVICIOS BANCARIOS      ,6260000.0,1.76 ,
1172,LA CAIXA 81270,5720700.0,,1.76 
1173,OTROS GASTOS SOCIALES    ,6490000.0,490.00 ,
1173,LA CAIXA 81270,5720700.0,,490.00 
1174,BRUSI CATERING,4100208.0,3.259.30 ,
1174,LA CAIXA 81270,5720700.0,,3.259.30 
1175,TAXI ECOLOGIC BCN,4000209.0,228.66 ,
1175,LA CAIXA 81270,5720700.0,,228.66 
1176,LA CAIXA 81270,5720700.0,,314.72 
1176,DHL EXPRESS MADRID SPAIN. S.L.,4000030.0,314.72 ,
1177,REFINITIV. S.L.,4100059.0,129.576.48 ,
1177,LA CAIXA 81270,5720700.0,,129.576.48 
1178,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
1178,LA CAIXA 81270,5720700.0,,0.20 
1179,LA CAIXA 81270,5720700.0,,564.73 
1179,RICOH ESPAÑA. S.L.,4000040.0,564.73 ,
118,LA CAIXA 81270,5720700.0,,58.105.67 
118,LUCAYA FORCADA. FRANCISCO JORGE,4100189.0,58.105.67 ,
1180,LA CAIXA 81270,5720700.0,,774.67 
1180,RICOH ESPAÑA. S.L.,4000040.0,774.67 ,
1181,LA CAIXA 81270,5720700.0,,471.16 
1181,ENDESA ENERGIA. S.A.,4000068.0,471.16 ,
1182,ENDESA ENERGIA. S.A.,4000068.0,614.70 ,
1182,LA CAIXA 81270,5720700.0,,614.70 
1183,NEW ESPRESSO. S.L.,4000652.0,201.36 ,
1183,LA CAIXA 81270,5720700.0,,201.36 
1184,INMOBILIARIA COLONIAL. S.A.,4100186.0,,9.286.90 
1184,LA CAIXA 81270,5720700.0,9.286.90 ,
1185,INMOBILIARIA COLONIAL. S.A.,4100186.0,,137.63 
1185,LA CAIXA 81270,5720700.0,137.63 ,
1186,LA CAIXA 81270,5720700.0,6.050.00 ,
1186,JIMENEZ SAIZ. CARLOS,4300193.0,,6.050.00 
1187,LA CAIXA 81270,5720700.0,,6.860.70 
1187,INFORMA D&B.  S.A.,4100171.0,6.860.70 ,
1188,LA CAIXA 81270,5720700.0,,3.083.66 
1188,CXIOME ESPAÑA. S.A.,4000169.0,3.083.66 ,
1189,CXIOME ESPAÑA. S.A.,4000169.0,1.545.46 ,
1189,LA CAIXA 81270,5720700.0,,1.545.46 
119,FRANCISCO BOADA ROS,4100366.0,25.428.07 ,
119,LA CAIXA 81270,5720700.0,,25.428.07 
1190,SEMOLA RESTAURACION. S.L.,4100127.0,1.568.00 ,
1190,LA CAIXA 81270,5720700.0,,1.568.00 
1191,LA CAIXA 81270,5720700.0,,2.227.50 
1191,PILLALOS TIAYDE. S.L.,4000619.0,2.227.50 ,
1192,LA CAIXA 81270,5720700.0,,1.452.00 
1192,FLAT 101. S.L.U.,4000804.0,1.452.00 ,
1193,ASEFER. S.L.,4000812.0,720.00 ,
1193,LA CAIXA 81270,5720700.0,,720.00 
1194,SERVICIOS BANCARIOS      ,6260000.0,1.00 ,
1194,LA CAIXA 81270,5720700.0,,1.00 
1195,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
1195,LA CAIXA 81270,5720700.0,,0.20 
1196,LA CAIXA 81270,5720700.0,,159.597.22 
1196,HDA. P.ACREED.RETENCIONES,4751000.0,121.232.15 ,
1196,HDA.P.ACREEDORA RETENCIONES EN ESPECIE,4751100.0,106.97 ,
1196,HDA.P. RETENCION PROFESIONALES,4751300.0,38.258.10 ,
1197,HDA.P.RETENCIONES NO RESIDENTES,4751500.0,1.900.00 ,
1197,LA CAIXA 81270,5720700.0,,1.900.00 
1198,CXIOME ESPAÑA. S.A.,4000169.0,7.159.23 ,
1198,LA CAIXA 81270,5720700.0,,7.159.23 
1199,VB GLOBAL GROUP. S.L.,4100402.0,7.891.45 ,
1199,LA CAIXA 81270,5720700.0,,7.891.45 
12,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,492.47 ,
12,LA CAIXA 81270,5720700.0,,492.47 
120,LA CAIXA 81270,5720700.0,,25.428.07 
120,JAVIER JULIA CORUJO,4100365.0,25.428.07 ,
1201,LA CAIXA 81270,5720700.0,1.405.79 ,
1201,STJ ADVISORS GROUP LIMITED,4300118.0,,1.405.79 
1202,STJ ADVISORS GROUP LIMITED,4300118.0,,1.405.79 
1202,LA CAIXA 81270,5720700.0,1.405.79 ,
1203,STJ ADVISORS GROUP LIMITED,4300118.0,,1.405.79 
1203,LA CAIXA 81270,5720700.0,1.405.79 ,
1204,LA CAIXA 81270,5720700.0,2.057.000.00 ,
1204,LUNALCA. S.L.,4300531.0,,2.057.000.00 
1205,SERVICIOS BANCARIOS      ,6260000.0,50.00 ,
1205,LA CAIXA 81270,5720700.0,,50.00 
1206,REMUNERAC.PENDIENTES PAGO,4650000.0,4.751.73 ,
1206,LA CAIXA 81270,5720700.0,,4.751.73 
1207,F.BOADA,5510800.0,27.900.45 ,
1207,LA CAIXA 81270,5720700.0,,27.900.45 
1209,LA CAIXA 81270,5720700.0,,27.900.45 
1209,ENRIQUE SALAMERO,5510160.0,27.900.45 ,
121,ENRIQUE SALAMERO LAORDEN,4100364.0,25.428.07 ,
121,LA CAIXA 81270,5720700.0,,25.428.07 
1210,LA CAIXA 81270,5720700.0,,55.800.90 
1210,CARLOS TELLEZ,5510600.0,55.800.90 ,
1211,LA CAIXA 81270,5720700.0,,55.800.90 
1211,ENRIQUE UGALDE,5510110.0,55.800.90 ,
1212,JAVIER JULIA,5510130.0,27.900.45 ,
1212,LA CAIXA 81270,5720700.0,,27.900.45 
1213,LA CAIXA 81270,5720700.0,,8.000.37 
1213,SILVIA COLLADO,5510150.0,8.000.37 ,
1214,LA CAIXA 81270,5720700.0,,526.469.00 
1214,LUCAFOUR,5510400.0,526.469.00 ,
1215,FERNANDO SEBASTIAN,5510700.0,55.800.90 ,
1215,LA CAIXA 81270,5720700.0,,55.800.90 
1216,VICTOR MATA,5510200.0,55.800.90 ,
1216,LA CAIXA 81270,5720700.0,,55.800.90 
1217,LA CAIXA 81270,5720700.0,,55.800.90 
1217,XAVIER ESCUDERO,5510100.0,55.800.90 ,
1218,SERVICIOS BANCARIOS      ,6260000.0,1.20 ,
1218,LA CAIXA 81270,5720700.0,,1.20 
1219,LA CAIXA 81270,5720700.0,,58.105.67 
1219,LUCAYA FORCADA. FRANCISCO JORGE,4100189.0,58.105.67 ,
122,LA CAIXA 81270,5720700.0,,325.00 
122,REMUNERAC.PENDIENTES PAGO,4650000.0,325.00 ,
1220,REMUNERAC.PENDIENTES PAGO,4650000.0,325.00 ,
1220,LA CAIXA 81270,5720700.0,,325.00 
1221,SAFETY-DOC. S.L.,4000052.0,51.26 ,
1221,LA CAIXA 81270,5720700.0,,51.26 
1222,SIEMENS RENTING. S.A.,4000543.0,61.69 ,
1222,LA CAIXA 81270,5720700.0,,61.69 
1223,REMUNERAC.PENDIENTES PAGO,4650000.0,217.843.27 ,
1223,LA CAIXA 81270,5720700.0,,217.843.27 
1224,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,111.93 ,
1224,LA CAIXA 81270,5720700.0,,111.93 
1225,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,524.05 ,
1225,LA CAIXA 81270,5720700.0,,524.05 
1226,LA CAIXA 81270,5720700.0,,1.238.77 
1226,ENDESA ENERGIA. S.A.,4000068.0,1.238.77 ,
1227,MARTINEZ FERRANDO Y ASOC.,4000003.0,2.904.00 ,
1227,LA CAIXA 81270,5720700.0,,2.904.00 
1228,JUAN GONZALEZ PEDROL,4100436.0,26.941.67 ,
1228,LA CAIXA 81270,5720700.0,,26.941.67 
1229,GABINETE JURIDICO MF Y CA Abogados,4100024.0,650.84 ,
1229,LA CAIXA 81270,5720700.0,,650.84 
123,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
123,LA CAIXA 81270,5720700.0,,0.20 
1230,CARLOS TELLEZ ISLA,4100018.0,22.973.27 ,
1230,LA CAIXA 81270,5720700.0,,22.973.27 
1231,VICTOR MATA BATLLE,4100011.0,26.973.27 ,
1231,LA CAIXA 81270,5720700.0,,26.973.27 
1232,LA CAIXA 81270,5720700.0,,26.973.27 
1232,XAVIER ESCUDERO RAFAS,4100009.0,26.973.27 ,
1233,LA CAIXA 81270,5720700.0,,26.973.27 
1233,ENRIQUE UGALDE REBOLLO,4100025.0,26.973.27 ,
1234,LA CAIXA 81270,5720700.0,,2.000.00 
1234,CARLOS TELLEZ ISLA,4100018.0,2.000.00 ,
1235,LA CAIXA 81270,5720700.0,,26.973.27 
1235,FERNANDO SEBASTIAN SANZ,4100016.0,26.973.27 ,
1236,FRANCISCO BOADA ROS,4100366.0,25.507.47 ,
1236,LA CAIXA 81270,5720700.0,,25.507.47 
1237,LA CAIXA 81270,5720700.0,,25.507.47 
1237,JAVIER JULIA CORUJO,4100365.0,25.507.47 ,
1238,ENRIQUE SALAMERO LAORDEN,4100364.0,25.507.47 ,
1238,LA CAIXA 81270,5720700.0,,25.507.47 
1239,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
1239,LA CAIXA 81270,5720700.0,,0.20 
124,LA CAIXA 81270,5720700.0,,0.20 
124,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
1240,LA CAIXA 81270,5720700.0,,0.20 
1240,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
1241,LA CAIXA 81270,5720700.0,,0.20 
1241,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
1242,LA CAIXA 81270,5720700.0,,0.20 
1242,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
1243,LA CAIXA 81270,5720700.0,,0.20 
1243,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
1244,LA CAIXA 81270,5720700.0,,0.20 
1244,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
1245,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
1245,LA CAIXA 81270,5720700.0,,0.20 
1246,ORGAN.S.SOCIAL ACREEDORES,4760000.0,184.09 ,
1246,LA CAIXA 81270,5720700.0,,184.09 
1247,ORGAN.S.SOCIAL ACREEDORES,4760000.0,19.262.37 ,
1247,LA CAIXA 81270,5720700.0,,19.262.37 
1248,ORGAN.S.SOCIAL ACREEDORES,4760000.0,62.746.57 ,
1248,LA CAIXA 81270,5720700.0,,62.746.57 
1249,VISAS,5200001.0,6.717.00 ,
1249,LA CAIXA 81270,5720700.0,,6.717.00 
125,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
125,LA CAIXA 81270,5720700.0,,0.20 
1250,CULLIGAN WATER SPAIN. S.L.,4000417.0,65.68 ,
1250,LA CAIXA 81270,5720700.0,,65.68 
1251,EL TALLER DE LA LIMPIEZA. S.L.,4000072.0,2.509.90 ,
1251,LA CAIXA 81270,5720700.0,,2.509.90 
1252,LYRECO ESPAÑA..S.A.,4100111.0,859.51 ,
1252,LA CAIXA 81270,5720700.0,,859.51 
1253,LA CAIXA 81270,5720700.0,,5.265.28 
1253,PRODWARE SPAIN,4000211.0,5.265.28 ,
1254,OTROS INGRE.FINANC.(C.C.),7690000.0,,11.059.69 
1254,LA CAIXA 81270,5720700.0,11.059.69 ,
1255,LA CAIXA 81270,5720700.0,,2.101.34 
1255,HDA.P.RETENC.Y PAGO A CTA,4730000.0,2.101.34 ,
1256,LA CAIXA 81270,5720700.0,,3.238.68 
1256,LA CAIXA 81270,5720700.0,,8.00 
1256,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,3.238.68 ,
1256,SERVICIOS BANCARIOS      ,6260000.0,8.00 ,
1258,LA CAIXA 81270,5720700.0,,2.71 
1258,TELEFONICA MOVILES ESPAÑA. S.A.,4000004.0,2.71 ,
1259,LA CAIXA 81270,5720700.0,,579.68 
1259,TELEFONICA MOVILES ESPAÑA. S.A.,4000004.0,579.68 ,
126,LA CAIXA 81270,5720700.0,,0.20 
126,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
1260,SEGURCAIXA ADESLAS. S.A. DE SEGUROS Y REASEGUROS,4000113.0,596.59 ,
1260,LA CAIXA 81270,5720700.0,,596.59 
1261,JOSEL S.L.U.,4000187.0,121.00 ,
1261,LA CAIXA 81270,5720700.0,,121.00 
1262,LA CAIXA 81270,5720700.0,,121.00 
1262,JOSEL S.L.U.,4000187.0,121.00 ,
1263,LA CAIXA 81270,5720700.0,,121.00 
1263,JOSEL S.L.U.,4000187.0,121.00 ,
1267,JOSEL S.L.U.,4000187.0,186.87 ,
1267,LA CAIXA 81270,5720700.0,,186.87 
1268,JOSEL S.L.U.,4000187.0,186.87 ,
1268,LA CAIXA 81270,5720700.0,,186.87 
1269,JOSEL S.L.U.,4000187.0,186.87 ,
1269,LA CAIXA 81270,5720700.0,,186.87 
127,LA CAIXA 81270,5720700.0,,0.20 
127,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
1270,SERVICIOS BANCARIOS      ,6260000.0,8.86 ,
1270,LA CAIXA 81270,5720700.0,,8.86 
1271,REMUNERAC.PENDIENTES PAGO,4650000.0,1.066.06 ,
1271,LA CAIXA 81270,5720700.0,,1.066.06 
1272,CABIFY ESPAÑA. S.A.,4000217.0,503.59 ,
1272,LA CAIXA 81270,5720700.0,,503.59 
1273,PILLALOS TIAYDE. S.L.,4000619.0,3.456.00 ,
1273,LA CAIXA 81270,5720700.0,,3.456.00 
1274,LA CAIXA 81270,5720700.0,,6.655.00 
1274,INFORMA D&B.  S.A.,4100171.0,6.655.00 ,
1275,LA CAIXA 81270,5720700.0,,145.20 
1275,PRODIGIOS VOLCAN. S.L.,4000635.0,145.20 ,
1276,LA CAIXA 81270,5720700.0,,107.69 
1276,FAINE BOADAS. S. L.,4100106.0,107.69 ,
1277,LA CAIXA 81270,5720700.0,,70.41 
1277,RAMS COURIER. S.L.,4000698.0,70.41 ,
1278,SERVICIOS INTEGRALES DE MANTENIMIENTO SIMALGA. S.L,4000651.0,65.35 ,
1278,LA CAIXA 81270,5720700.0,,65.35 
1279,LLORENTE Y CUENCA MADRID. S.L.,4000521.0,376.31 ,
1279,LA CAIXA 81270,5720700.0,,376.31 
128,LA CAIXA 81270,5720700.0,,0.20 
128,SERVICIOS BANCARIOS      ,6260000.0,0.20 ,
1280,LA CAIXA 81270,5720700.0,,1.060.00 
1280,DONATIVOS,6294000.0,1.060.00 ,
1281,SEELIGER Y CONDE. S.L.,4000618.0,17.151.75 ,
1281,LA CAIXA 81270,5720700.0,,17.151.75 
1282,M&A INVESTMENT NETWORK. S.L.,4000710.0,22.687.50 ,
1282,LA CAIXA 81270,5720700.0,,22.687.50 
1283,LA CAIXA 81270,5720700.0,,1.452.00 
1283,FLAT 101. S.L.U.,4000804.0,1.452.00 ,
1284,LA CAIXA 81270,5720700.0,,560.00 
1284,OTROS GASTOS SOCIALES    ,6490000.0,560.00 ,
1285,LA CAIXA 81270,5720700.0,,10.790.50 
1285,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041.0,10.790.50 ,
1286,LA CAIXA 81270,5720700.0,,1.94 
1286,SERVICIOS BANCARIOS      ,6260000.0,1.94 ,
1286,LA CAIXA 81270,5720700.0,,44.888.18 
1286,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041.0,44.888.18 ,
1287,LA CAIXA 81270,5720700.0,,258.78 
1287,INMOBILIARIA COLONIAL. S.A.,4100186.0,258.78 ,
1288,LA CAIXA 81270,5720700.0,,27.688.09 
1288,INMOBILIARIA COLONIAL. S.A.,4100186.0,27.688.09 ,
1289,MYTAXI IBERIA. S.L.,4000146.0,832.98 ,
1289,LA CAIXA 81270,5720700.0,,832.98 
129,GABINETE JURIDICO MF Y CA Abogados,4100024.0,650.84 ,
129,LA CAIXA 81270,5720700.0,,650.84 
1290,SEIDOR CONSULTING,4000537.0,943.80 ,
1290,LA CAIXA 81270,5720700.0,,943.80 
1291,MULTIANAU. S.L.,4000220.0,3.706.47 ,
1291,CIRCULO ECUESTRE,4000094.0,100.00 ,
1291,LA CAIXA 81270,5720700.0,,3.706.47 
1291,LA CAIXA 81270,5720700.0,,100.00 
1292,CIRCULO ECUESTRE,4000094.0,100.00 ,
1292,LA CAIXA 81270,5720700.0,,100.00 
1293,LA CAIXA 81270,5720700.0,,74.00 
1293,OTROS GASTOS SOCIALES    ,6490000.0,74.00 ,
13,LA CAIXA 81270,5720700.0,,61.37 
13,CULLIGAN WATER SPAIN. S.L.,4000417.0,61.37 ,
130,SERVICIOS BANCARIOS      ,6260000.0,6.30 ,
130,LA CAIXA 81270,5720700.0,,6.30 
131,LA CAIXA 81270,5720700.0,,4.200.00 
131,GOLUCITES,4000435.0,4.200.00 ,
132,LA CAIXA 81270,5720700.0,11.250.00 ,
132,STJ ADVISORS GROUP LIMITED,4300118.0,,11.250.00 
133,LA CAIXA 81270,5720700.0,1.405.79 ,
133,STJ ADVISORS GROUP LIMITED,4300118.0,,1.405.79 
134,LA CAIXA 81270,5720700.0,,232.927.71 
134,REMUNERAC.PENDIENTES PAGO,4650000.0,232.927.71 ,
135,LA CAIXA 81270,5720700.0,,85.74 
135,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009.0,85.74 ,
136,LA CAIXA 81270,5720700.0,,32.10 
136,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009.0,32.10 ,
137,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009.0,167.79 ,
137,LA CAIXA 81270,5720700.0,,167.79 
138,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009.0,269.38 ,
138,LA CAIXA 81270,5720700.0,,269.38 
139,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009.0,58.90 ,
139,LA CAIXA 81270,5720700.0,,58.90 
14,EL TALLER DE LA LIMPIEZA. S.L.,4000072.0,2.423.16 ,
14,LA CAIXA 81270,5720700.0,,2.423.16 
140,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009.0,125.67 ,
140,LA CAIXA 81270,5720700.0,,125.67 
141,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009.0,61.35 ,
141,LA CAIXA 81270,5720700.0,,61.35 
142,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009.0,73.00 ,
142,LA CAIXA 81270,5720700.0,,73.00 
143,LA CAIXA 81270,5720700.0,,31.05 
143,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009.0,31.05 ,
144,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009.0,1.100.70 ,
144,LA CAIXA 81270,5720700.0,,1.100.70 
145,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009.0,484.56 ,
145,LA CAIXA 81270,5720700.0,,484.56 
146,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009.0,16.38 ,
146,LA CAIXA 81270,5720700.0,,16.38 
147,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009.0,518.02 ,
147,LA CAIXA 81270,5720700.0,,518.02 
148,LA CAIXA 81270,5720700.0,,1.44 
148,SERVICIOS BANCARIOS      ,6260000.0,1.44 ,
149,ORGAN.S.SOCIAL ACREEDORES,4760000.0,21.180.89 ,
149,LA CAIXA 81270,5720700.0,,21.180.89 
15,LA CAIXA 81270,5720700.0,,34.18 
15,CAFE DELIZIA DI MARTINELLI PAOLO,4000786.0,20.98 ,
15,AMAZON BUSINESS EU. S.A.R.L.,4000630.0,13.20 ,
150,LA CAIXA 81270,5720700.0,,61.790.81 
150,ORGAN.S.SOCIAL ACREEDORES,4760000.0,61.790.81 ,
151,STJ ADVISORS GROUP LIMITED,4300118.0,,75.000.00 
151,LA CAIXA 81270,5720700.0,75.000.00 ,
152,CREA CAPITAL INVESTMENT BANKERS. S.L.,4300168.0,,35.392.50 
152,LA CAIXA 81270,5720700.0,35.392.50 ,
153,LA CAIXA 81270,5720700.0,,4.150.43 
153,VISAS,5200001.0,4.150.43 ,
154,LA CAIXA 81270,5720700.0,28.038.97 ,
154,OTROS INGRE.FINANC.(C.C.),7690000.0,,28.038.97 
155,HDA.P.RETENC.Y PAGO A CTA,4730000.0,5.327.40 ,
155,LA CAIXA 81270,5720700.0,,5.327.40 
156,LA CAIXA 81270,5720700.0,,111.93 
156,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,111.93 ,
157,LA CAIXA 81270,5720700.0,,492.47 
157,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,492.47 ,
158,LA CAIXA 81270,5720700.0,,3.676.51 
158,TELEFONICA DE ESPAÑA. S.A.U.,4000013.0,3.676.51 ,
159,LA CAIXA 81270,5720700.0,,188.39 
159,TELEFONICA MOVILES ESPAÑA. S.A.,4000004.0,188.39 ,
16,MARTINEZ FERRANDO Y ASOC.,4000003.0,2.807.20 ,
16,LA CAIXA 81270,5720700.0,,2.807.20 
160,CULLIGAN WATER SPAIN. S.L.,4000417.0,65.68 ,
160,LA CAIXA 81270,5720700.0,,65.68 
161,LA CAIXA 81270,5720700.0,,2.509.90 
161,EL TALLER DE LA LIMPIEZA. S.L.,4000072.0,2.509.90 ,
162,LYRECO ESPAÑA..S.A.,4100111.0,50.55 ,
162,LA CAIXA 81270,5720700.0,,50.55 
163,AMAZON BUSINESS EU. S.A.R.L.,4000630.0,112.98 ,
163,LA CAIXA 81270,5720700.0,,112.98 
164,LA CAIXA 81270,5720700.0,,121.00 
164,JOSEL S.L.U.,4000187.0,121.00 ,
165,LA CAIXA 81270,5720700.0,,121.00 
165,JOSEL S.L.U.,4000187.0,121.00 ,
166,LA CAIXA 81270,5720700.0,,121.00 
166,JOSEL S.L.U.,4000187.0,121.00 ,
167,JOSEL S.L.U.,4000187.0,186.87 ,
167,LA CAIXA 81270,5720700.0,,186.87 
168,JOSEL S.L.U.,4000187.0,186.87 ,
168,LA CAIXA 81270,5720700.0,,186.87 
169,LA CAIXA 81270,5720700.0,,186.87 
169,JOSEL S.L.U.,4000187.0,186.87 ,
17,PRODWARE SPAIN,4000211.0,4.679.09 ,
17,LA CAIXA 81270,5720700.0,,4.679.09 
170,DHL EXPRESS MADRID SPAIN. S.L.,4000030.0,292.60 ,
170,LA CAIXA 81270,5720700.0,,292.60 
171,LA CAIXA 81270,5720700.0,,943.80 
171,SEIDOR CONSULTING,4000537.0,943.80 ,
172,MARTINEZ FERRANDO Y ASOC.,4000003.0,2.904.00 ,
172,LA CAIXA 81270,5720700.0,,2.904.00 
