Asiento,Comentario,Descripción,Cuenta,Debe,Haber
95,Amazon,AMAZON BUSINESS EU. S.A.R.L.,4000630,122.98 ,
95,Amazon,AMAZON BUSINESS EU. S.A.R.L.,4000630,-82.48 ,
95,Amazon,LA CAIXA 81270,5720700,,224.98 
96,comision,SERVICIOS BANCARIOS      ,6260000,1.68 ,
96,comision,LA CAIXA 81270,5720700,,1.68 
97,Regasificadora noroeste,LA CAIXA 81270,5720700,24.200.00 ,
97,Regasificadora noroeste,REGASIFICADORA DEL NOROESTE. S.A.,4300192,,24.200.00 
251926,Taxis,PROVEEDORES VARIOS,4005000,,7.55 
251926,Taxis,TRANSPORTES              ,6240000,7.55 ,
252252,Taxis(JC),PROVEEDORES VARIOS,4005000,7.55 ,
252252,Taxis(JC),VISAS,5200001,,7.55 
,,,,,
Fecha: 17/01/2024,,,,,
98,Endesa,ENDESA ENERGIA. S.A.,4000068,835.05 ,
98,Endesa,LA CAIXA 81270,5720700,,835.05 
99,New espresso,NEW ESPRESSO. S.L.,4000652,129.36 ,
99,New espresso,LA CAIXA 81270,5720700,,129.36 
100,APD ,APD,4000148,2.449.14 ,
100,APD ,LA CAIXA 81270,5720700,,2.449.14 
274,Golucites s/fra.670,GOLUCITES,4000435,,4.200.00 
274,Golucites s/fra.670,PUBLIC.PROPAG.RELAC.PUBL.,6270000,4.200.00 ,
251963,Taxis,PROVEEDORES VARIOS,4005000,,6.30 
251963,Taxis,TRANSPORTES              ,6240000,6.30 ,
251964,Comida,PROVEEDORES VARIOS,4005000,,5.60 
251964,Comida,COMIDAS EMPLEADOS,6292100,5.60 ,
252289,Taxis (PR),PROVEEDORES VARIOS,4005000,6.30 ,
252289,Taxis (PR),VISAS,5200001,,6.30 
252290,Comida (PR),PROVEEDORES VARIOS,4005000,5.60 ,
252290,Comida (PR),VISAS,5200001,,5.60 
,,,,,
Fecha: 18/01/2024,,,,,
101,Guarderia,OTROS GASTOS SOCIALES    ,6490000,400.00 ,
101,Guarderia,LA CAIXA 81270,5720700,,400.00 
304,Auara (MA),AUARA EMPRESA SOCIAL,4000697,96.00 ,
304,Auara (MA),VISAS,5200001,,96.00 
35190,Taxis,PROVEEDORES VARIOS,4005000,,28.50 
35190,Taxis,TRANSPORTES              ,6240000,28.50 ,
35191,Taxis,PROVEEDORES VARIOS,4005000,,33.00 
35191,Taxis,TRANSPORTES              ,6240000,33.00 ,
35192,Taxis,PROVEEDORES VARIOS,4005000,,33.00 
35192,Taxis,TRANSPORTES              ,6240000,33.00 ,
35193,Taxis,PROVEEDORES VARIOS,4005000,,10.15 
35193,Taxis,TRANSPORTES              ,6240000,10.15 ,
35197,comida,PROVEEDORES VARIOS,4005000,,9.50 
35197,comida,COMIDAS EMPLEADOS,6292100,9.50 ,
35648,Taxi JLC,PROVEEDORES VARIOS,4005000,28.50 ,
35648,Taxi JLC,VISAS,5200001,,28.50 
35649,Taxi JLC,PROVEEDORES VARIOS,4005000,33.00 ,
35649,Taxi JLC,VISAS,5200001,,33.00 
35650,Taxi JLC,PROVEEDORES VARIOS,4005000,33.00 ,
35650,Taxi JLC,VISAS,5200001,,33.00 
35651,Taxi JLC,PROVEEDORES VARIOS,4005000,10.15 ,
35651,Taxi JLC,VISAS,5200001,,10.15 
35655,comida JLC,PROVEEDORES VARIOS,4005000,9.50 ,
35655,comida JLC,VISAS,5200001,,9.50 
,,,,,
Fecha: 19/01/2024,,,,,
102,Pago irpf div.4t 2023,HDA.P. RETENCION DIVIDENDOS,4751400,86.955.78 ,
102,Pago irpf div.4t 2023,LA CAIXA 81270,5720700,,86.955.78 
305,Freepik company (MA),FREEPIK COMPANY. S.L.,4000665,12.09 ,
305,Freepik company (MA),VISAS,5200001,,12.09 
251937,Taxis,PROVEEDORES VARIOS,4005000,,5.95 
251937,Taxis,TRANSPORTES              ,6240000,5.95 ,
251949,Taxis,PROVEEDORES VARIOS,4005000,,6.50 
251949,Taxis,TRANSPORTES              ,6240000,6.50 ,
252263,Taxis (JJ),PROVEEDORES VARIOS,4005000,5.95 ,
252263,Taxis (JJ),VISAS,5200001,,5.95 
252275,Taxis (JO),PROVEEDORES VARIOS,4005000,6.50 ,
252275,Taxis (JO),VISAS,5200001,,6.50 
,,,,,
Fecha: 21/01/2024,,,,,
251960,Taxis,PROVEEDORES VARIOS,4005000,,11.20 
251960,Taxis,TRANSPORTES              ,6240000,11.20 ,
252286,Taxis (JC),PROVEEDORES VARIOS,4005000,11.20 ,
252286,Taxis (JC),VISAS,5200001,,11.20 
,,,,,
Fecha: 22/01/2024,,,,,
7,Acerinox fra. A-787,ACERINOX. S.A.,4300189,30.250.00 ,
7,Acerinox fra. A-787,HDA.P.IVA REPERCUTIDO    ,4770000,,5.250.00 
7,Acerinox fra. A-787,ACERINOX. S.A.,7050189,,25.000.00 
103,Mytaxi iberia,MYTAXI IBERIA. S.L.,4000146,471.85 ,
103,Mytaxi iberia,LA CAIXA 81270,5720700,,471.85 
104,Cxiome España,CXIOME ESPAÑA. S.A.,4000169,7.457.32 ,
104,Cxiome España,LA CAIXA 81270,5720700,,7.457.32 
105,VB global,VB GLOBAL GROUP. S.L.,4100402,4.933.49 ,
105,VB global,LA CAIXA 81270,5720700,,4.933.49 
106,irp no resid.4.trim.2023,HDA.P.RETENCIONES NO RESIDENTES,4751500,3.800.00 ,
106,irp no resid.4.trim.2023,LA CAIXA 81270,5720700,,3.800.00 
107,pago irpf 4.tri.2023,HDA. P.ACREED.RETENCIONES,4751000,1.097.466.38 ,
107,pago irpf 4.tri.2023,HDA.P. RETENCION PROFESIONALES,4751300,348.787.33 ,
107,pago irpf 4.tri.2023,LA CAIXA 81270,5720700,,1.446.253.71 
262,Macabacus s/fra.251231,MACABACUS. INC,4000436,,1.056.34 
262,Macabacus s/fra.251231,OTROS SERVICIOS          ,6290000,1.056.34 ,
278,Rosendo Mila s/fra.24VF012965,ROSENDO MILA. S.L.,4100347,,20.90 
278,Rosendo Mila s/fra.24VF012965,ALIMENTACIÓN,6291900,20.90 ,
313,Macabacus (SC),MACABACUS. INC,4000436,1.056.34 ,
313,Macabacus (SC),VISAS,5200001,,1.056.34 
314,Rosendo Mila (MA),ROSENDO MILA. S.L.,4100347,20.90 ,
314,Rosendo Mila (MA),VISAS,5200001,,20.90 
34164,Rosendo Mila(MA),ROSENDO MILA. S.L.,4100347,20.90 ,
34164,Rosendo Mila(MA),VISAS,5200001,,20.90 
35199,Comida,PROVEEDORES VARIOS,4005000,,6.60 
35199,Comida,PUBLIC.PROPAG.RELAC.PUBL.,6270000,6.60 ,
35657,comida JLC,PROVEEDORES VARIOS,4005000,6.60 ,
35657,comida JLC,VISAS,5200001,,6.60 
,,,,,
Fecha: 23/01/2024,,,,,
251952,Taxis,PROVEEDORES VARIOS,4005000,,19.00 
251952,Taxis,TRANSPORTES              ,6240000,19.00 ,
251961,Taxis,PROVEEDORES VARIOS,4005000,,6.75 
251961,Taxis,TRANSPORTES              ,6240000,6.75 ,
252278,Taxis (JO),PROVEEDORES VARIOS,4005000,19.00 ,
252278,Taxis (JO),VISAS,5200001,,19.00 
252287,Taxis (JC),PROVEEDORES VARIOS,4005000,6.75 ,
252287,Taxis (JC),VISAS,5200001,,6.75 
,,,,,
Fecha: 24/01/2024,,,,,
108,CaixaBank pago s/fra.00114994,CAIXABANK. S.A.,4100435,18.15 ,
108,CaixaBank pago s/fra.00114994,LA CAIXA 81270,5720700,,18.15 
261,Finance group society s/fra.4609,FINANCE GROUP SOCIETY AW,4000792,,9.761.91 
261,Finance group society s/fra.4609,PUBLIC.PROPAG.RELAC.PUBL.,6270000,9.761.91 ,
35187,comida,PROVEEDORES VARIOS,4005000,,95.00 
35187,comida,PUBLIC.PROPAG.RELAC.PUBL.,6270000,95.00 ,
35188,comida,PROVEEDORES VARIOS,4005000,,3.80 
35188,comida,PUBLIC.PROPAG.RELAC.PUBL.,6270000,3.80 ,
35645,comida FB,PROVEEDORES VARIOS,4005000,95.00 ,
35645,comida FB,VISAS,5200001,,95.00 
35646,comida FB,PROVEEDORES VARIOS,4005000,3.80 ,
35646,comida FB,VISAS,5200001,,3.80 
251858,Gtos.viaje,PROVEEDORES VARIOS,4005000,,30.40 
251858,Gtos.viaje,GASTOS DE VIAJE          ,6291000,30.40 ,
251859,Gtos.viaje,PROVEEDORES VARIOS,4005000,,98.30 
251859,Gtos.viaje,GASTOS DE VIAJE          ,6291000,98.30 ,
251860,Gtos.viaje,PROVEEDORES VARIOS,4005000,,29.19 
251860,Gtos.viaje,GASTOS DE VIAJE          ,6291000,29.19 ,
251861,Gtos.viaje,PROVEEDORES VARIOS,4005000,,16.30 
251861,Gtos.viaje,GASTOS DE VIAJE          ,6291000,16.30 ,
251893,Taxis,PROVEEDORES VARIOS,4005000,,7.00 
251893,Taxis,TRANSPORTES              ,6240000,7.00 ,
251935,Taxis,PROVEEDORES VARIOS,4005000,,33.00 
251935,Taxis,TRANSPORTES              ,6240000,33.00 ,
251936,Taxis,PROVEEDORES VARIOS,4005000,,33.00 
251936,Taxis,TRANSPORTES              ,6240000,33.00 ,
252185,Viaje (JLucaya),PROVEEDORES VARIOS,4005000,30.40 ,
252185,Viaje (JLucaya),CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009,,30.40 
252186,Viaje (JLucaya),PROVEEDORES VARIOS,4005000,98.30 ,
252186,Viaje (JLucaya),CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009,,98.30 
252187,Viaje (JLucaya),PROVEEDORES VARIOS,4005000,29.19 ,
252187,Viaje (JLucaya),CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009,,29.19 
252188,Viaje (JL),PROVEEDORES VARIOS,4005000,16.30 ,
252188,Viaje (JL),VISAS,5200001,,16.30 
252219,Viajes (FS),PROVEEDORES VARIOS,4005000,7.00 ,
252219,Viajes (FS),VISAS,5200001,,7.00 
252261,Taxis (CT),PROVEEDORES VARIOS,4005000,33.00 ,
252261,Taxis (CT),VISAS,5200001,,33.00 
252262,Taxis (CT),PROVEEDORES VARIOS,4005000,33.00 ,
252262,Taxis (CT),VISAS,5200001,,33.00 
,,,,,
Fecha: 25/01/2024,,,,,
109,Amazon,AMAZON BUSINESS EU. S.A.R.L.,4000630,23.96 ,
109,No quiero trabajar,NO QUIERO TRABAJAR. S.L.,4000694,23.98 ,
109,Lishuishiljunlaowufu,LISHUISHILIJUNLAOWUFU,4000785,138.88 ,
109,Shenzhenshi qifengkeji,SHENZHENSHI QIFENGKEJI,4000793,14.86 ,
109,Amazon,AMAZON BUSINESS EU. S.A.R.L.,4000630,571.50 ,
109,Makro,MAKRO AUTOSERVICIO MAYORISTA. S.A.,4000593,118.19 ,
109,Regul,OTROS SERVICIOS          ,6290000,0.01 ,
109,Amazon,LA CAIXA 81270,5720700,,891.38 
251905,Taxis,PROVEEDORES VARIOS,4005000,,4.85 
251905,Taxis,TRANSPORTES              ,6240000,4.85 ,
251962,Taxis,PROVEEDORES VARIOS,4005000,,6.90 
251962,Taxis,TRANSPORTES              ,6240000,6.90 ,
252231,Taxis (FS),PROVEEDORES VARIOS,4005000,4.85 ,
252231,Taxis (FS),VISAS,5200001,,4.85 
252288,Taxis (JC),PROVEEDORES VARIOS,4005000,6.90 ,
252288,Taxis (JC),VISAS,5200001,,6.90 
,,,,,
Fecha: 26/01/2024,,,,,
110,Safety doc,SAFETY-DOC. S.L.,4000052,64.92 ,
110,Safety doc,LA CAIXA 81270,5720700,,64.92 
111,Siemens financial,SIEMENS RENTING. S.A.,4000543,61.69 ,
111,Siemens financial,LA CAIXA 81270,5720700,,61.69 
112,Carlos Tellez,CARLOS TELLEZ ISLA,4100018,24.893.86 ,
112,Carlos Tellez,LA CAIXA 81270,5720700,,24.893.86 
113,Carlos Tellez,CARLOS TELLEZ ISLA,4100018,2.000.00 ,
113,Carlos Tellez,LA CAIXA 81270,5720700,,2.000.00 
114,Victor Mata,VICTOR MATA BATLLE,4100011,26.893.86 ,
114,Victor Mata,LA CAIXA 81270,5720700,,26.893.86 
118,Jorge Lucaya,LUCAYA FORCADA. FRANCISCO JORGE,4100189,58.105.67 ,
118,Jorge Lucaya,LA CAIXA 81270,5720700,,58.105.67 
119,Francisco Boada,FRANCISCO BOADA ROS,4100366,25.428.07 ,
119,Francisco Boada,LA CAIXA 81270,5720700,,25.428.07 
120,Javier Julia,JAVIER JULIA CORUJO,4100365,25.428.07 ,
120,Javier Julia,LA CAIXA 81270,5720700,,25.428.07 
121,Enrique salamero,ENRIQUE SALAMERO LAORDEN,4100364,25.428.07 ,
121,Enrique salamero,LA CAIXA 81270,5720700,,25.428.07 
122,Retribución Administrador,REMUNERAC.PENDIENTES PAGO,4650000,325.00 ,
122,Retribución Administrador,LA CAIXA 81270,5720700,,325.00 
35260,comida,PROVEEDORES VARIOS,4005000,,8.90 
35260,comida,COMIDAS EMPLEADOS,6292100,8.90 ,
35722,comida JLC,PROVEEDORES VARIOS,4005000,8.90 ,
35722,comida JLC,VISAS,5200001,,8.90 
,,,,,
Fecha: 27/01/2024,,,,,
123,comision,SERVICIOS BANCARIOS      ,6260000,0.20 ,
123,comision,LA CAIXA 81270,5720700,,0.20 
124,comision,SERVICIOS BANCARIOS      ,6260000,0.20 ,
124,comision,LA CAIXA 81270,5720700,,0.20 
125,comision,SERVICIOS BANCARIOS      ,6260000,0.20 ,
125,comision,LA CAIXA 81270,5720700,,0.20 
126,comision,SERVICIOS BANCARIOS      ,6260000,0.20 ,
126,comision,LA CAIXA 81270,5720700,,0.20 
127,comision,SERVICIOS BANCARIOS      ,6260000,0.20 ,
127,comision,LA CAIXA 81270,5720700,,0.20 
128,comision,SERVICIOS BANCARIOS      ,6260000,0.20 ,
128,comision,LA CAIXA 81270,5720700,,0.20 
,,,,,
Fecha: 28/01/2024,,,,,
115,Enrique Ugalde,ENRIQUE UGALDE REBOLLO,4100025,26.893.86 ,
115,Enrique Ugalde,LA CAIXA 81270,5720700,,26.893.86 
116,Fernando Sebastian,FERNANDO SEBASTIAN SANZ,4100016,26.893.86 ,
116,Fernando Sebastian,LA CAIXA 81270,5720700,,26.893.86 
117,Xavier Escudero,XAVIER ESCUDERO RAFAS,4100009,26.893.86 ,
117,Xavier Escudero,LA CAIXA 81270,5720700,,26.893.86 
129,Gabinete juridico,GABINETE JURIDICO MF Y CA Abogados,4100024,650.84 ,
129,Gabinete juridico,LA CAIXA 81270,5720700,,650.84 
315,La vanguardia (VM),LA VANGUARDIA,4000303,11.90 ,
315,La vanguardia (VM),VISAS,5200001,,11.90 
,,,,,
Fecha: 29/01/2024,,,,,
8,Antonio Puig. S.A. fra.A-788,ANTONIO PUIG. S.A.,4300180,121.000.00 ,
8,Antonio Puig. S.A. fra.A-788,HDA.P.IVA REPERCUTIDO    ,4770000,,21.000.00 
8,Antonio Puig. S.A. fra.A-788,ANTONIO PUIG. S.A.,7050180,,100.000.00 
130,comision,SERVICIOS BANCARIOS      ,6260000,6.30 ,
130,comision,LA CAIXA 81270,5720700,,6.30 
131,Golucites,GOLUCITES,4000435,4.200.00 ,
131,Golucites,LA CAIXA 81270,5720700,,4.200.00 
132,Stj advisors,LA CAIXA 81270,5720700,11.250.00 ,
132,Stj advisors,STJ ADVISORS GROUP LIMITED,4300118,,11.250.00 
133,Stj advisors,LA CAIXA 81270,5720700,1.405.79 ,
133,Stj advisors,STJ ADVISORS GROUP LIMITED,4300118,,1.405.79 
134,Pago nominas,REMUNERAC.PENDIENTES PAGO,4650000,232.927.71 ,
134,Pago nominas,LA CAIXA 81270,5720700,,232.927.71 
135,Angel Caro,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009,85.74 ,
135,Angel Caro,LA CAIXA 81270,5720700,,85.74 
136,Elias del campo,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009,32.10 ,
136,Elias del campo,LA CAIXA 81270,5720700,,32.10 
137,Laura Veiga,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009,167.79 ,
137,Laura Veiga,LA CAIXA 81270,5720700,,167.79 
138,Miguel Gonzalez,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009,269.38 ,
138,Miguel Gonzalez,LA CAIXA 81270,5720700,,269.38 
139,Carlos Mata,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009,58.90 ,
139,Carlos Mata,LA CAIXA 81270,5720700,,58.90 
140,Juan Jose Orbaneja,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009,125.67 ,
140,Juan Jose Orbaneja,LA CAIXA 81270,5720700,,125.67 
141,Jorge ochoa,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009,61.35 ,
141,Jorge ochoa,LA CAIXA 81270,5720700,,61.35 
142,Pablo Angell,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009,73.00 ,
142,Pablo Angell,LA CAIXA 81270,5720700,,73.00 
143,Enrique lascorz,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009,31.05 ,
143,Enrique lascorz,LA CAIXA 81270,5720700,,31.05 
144,Pedro Villegas,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009,1.100.70 ,
144,Pedro Villegas,LA CAIXA 81270,5720700,,1.100.70 
145,Fernando Sebastian,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009,484.56 ,
145,Fernando Sebastian,LA CAIXA 81270,5720700,,484.56 
146,Jaime Esteban,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009,16.38 ,
146,Jaime Esteban,LA CAIXA 81270,5720700,,16.38 
147,Jorge Lucaya,CUENTAS PENDIENTES CON EMPLEADOS Y SOCIOS,5510009,518.02 ,
147,Jorge Lucaya,LA CAIXA 81270,5720700,,518.02 
316,Etailers ecommerce (MA),ETAILERS ECOMMERCE. S.L.,4000685,64.80 ,
316,Etailers ecommerce (MA),VISAS,5200001,,64.80 
35261,comida,PROVEEDORES VARIOS,4005000,,8.90 
35261,comida,COMIDAS EMPLEADOS,6292100,8.90 ,
35723,comida JLC,PROVEEDORES VARIOS,4005000,8.90 ,
35723,comida JLC,VISAS,5200001,,8.90 
251927,Taxis,PROVEEDORES VARIOS,4005000,,7.25 
251927,Taxis,TRANSPORTES              ,6240000,7.25 ,
252253,Taxis(JC),PROVEEDORES VARIOS,4005000,7.25 ,
252253,Taxis(JC),VISAS,5200001,,7.25 
,,,,,
Fecha: 30/01/2024,,,,,
148,comision,SERVICIOS BANCARIOS      ,6260000,1.44 ,
148,comision,LA CAIXA 81270,5720700,,1.44 
149,S.social diciembre,ORGAN.S.SOCIAL ACREEDORES,4760000,21.180.89 ,
149,S.social diciembre,LA CAIXA 81270,5720700,,21.180.89 
150,S.social diciembre,ORGAN.S.SOCIAL ACREEDORES,4760000,61.790.81 ,
150,S.social diciembre,LA CAIXA 81270,5720700,,61.790.81 
174,Werfen. S.A. fra.A-789,WERFEN. S.A.,4300458,30.250.00 ,
174,Werfen. S.A. fra.A-789,HDA.P.IVA REPERCUTIDO    ,4770000,,5.250.00 
174,Werfen. S.A. fra.A-789,WERFEN. S.A.,7050458,,25.000.00 
483,Simplefruit España s/fra.C-006576,SIMPLEFRUIT ESPAÑA. S.L.U.,4000520,,344.08 
483,Simplefruit España s/fra.C-006576,ALIMENTACIÓN,6291900,344.08 ,
251928,Taxi,PROVEEDORES VARIOS,4005000,,6.25 
251928,Taxi,TRANSPORTES              ,6240000,6.25 ,
251929,Taxis,PROVEEDORES VARIOS,4005000,,8.75 
251929,Taxis,TRANSPORTES              ,6240000,8.75 ,
252254,Taxis(JC),PROVEEDORES VARIOS,4005000,6.25 ,
252254,Taxis(JC),VISAS,5200001,,6.25 
252255,Taxis(JC),PROVEEDORES VARIOS,4005000,8.75 ,
252255,Taxis(JC),VISAS,5200001,,8.75 
,,,,,
Fecha: 31/01/2024,,,,,
151,Stj Advisors group,LA CAIXA 81270,5720700,75.000.00 ,
151,Stj Advisors group,STJ ADVISORS GROUP LIMITED,4300118,,75.000.00 
175,Eric Kayser España s/fra.A/974,ERIC KAYSER ESPAÑA. S.L.,4000682,,274.51 
175,Eric Kayser España s/fra.A/974,HDA.P.IVA SOPORTADO      ,4720000,30.41 ,
175,Eric Kayser España s/fra.A/974,ALIMENTACIÓN,6291900,244.10 ,
176,Tintorerias Roma s/fra.14-2300439,TINTORERIA ROMA. S.L.,4000789,,193.50 
176,Tintorerias Roma s/fra.14-2300439,HDA.P.IVA SOPORTADO      ,4720000,33.58 ,
176,Tintorerias Roma s/fra.14-2300439,OTROS SERVICIOS          ,6290000,159.92 ,
177,Tintorerias Roma s/fra.14-2400014,TINTORERIA ROMA. S.L.,4000789,,97.20 
177,Tintorerias Roma s/fra.14-2400014,HDA.P.IVA SOPORTADO      ,4720000,16.87 ,
177,Tintorerias Roma s/fra.14-2400014,OTROS SERVICIOS          ,6290000,80.33 ,
178,Bunzl distributions s/fra.FV24015452,BUNZL DISTRIBUTION SPAIN. S.A.,4000222,,728.18 
178,Bunzl distributions s/fra.FV24015452,HDA.P.IVA SOPORTADO      ,4720000,126.38 ,
178,Bunzl distributions s/fra.FV24015452,MATERIAL DE OFICINA      ,6292000,601.80 ,
179,Faine boada s/fra.11258,FAINE BOADAS. S. L.,4100106,,424.71 
179,Faine boada s/fra.11258,HDA.P.IVA SOPORTADO      ,4720000,73.71 ,
179,Faine boada s/fra.11258,MATERIAL DE OFICINA      ,6292000,351.00 ,
180,Prodigioso volcan s/fra.89/2024,PRODIGIOS VOLCAN. S.L.,4000635,,1.524.60 
180,Prodigioso volcan s/fra.89/2024,HDA.P.IVA SOPORTADO      ,4720000,264.60 ,
180,Prodigioso volcan s/fra.89/2024,MATERIAL DE OFICINA      ,6292000,1.260.00 ,
181,DHL Express s/fra.MADR002243644,DHL EXPRESS MADRID SPAIN. S.L.,4000030,,292.60 
181,DHL Express s/fra.MADR002243644,ENVIOS/MENSAJERIA,6291300,292.60 ,
182,SegurCaixa adeslas s/fra.282488717/01/24,SEGURCAIXA ADESLAS. S.A. DE SEGUROS Y REASEGUROS,4000113,,651.48 
182,SegurCaixa adeslas s/fra.282488717/01/24,PRIMAS DE SEGUROS        ,6250000,651.48 ,
185,Auren s/fra.11438,AUARA EMPRESA SOCIAL,4000697,,96.00 
185,Auren s/fra.11438,HDA.P.IVA SOPORTADO      ,4720000,8.73 ,
185,Auren s/fra.11438,ALIMENTACIÓN,6291900,87.27 ,
187,Freepik company s/fra.INV-C-2024-5183744,FREEPIK COMPANY. S.L.,4000665,,12.09 
187,Freepik company s/fra.INV-C-2024-5183744,HDA.P.IVA SOPORTADO      ,4720000,2.10 ,
187,Freepik company s/fra.INV-C-2024-5183744,SUSCRIPCIONES,6296000,9.99 ,
190,Serv.integrales mant.s/fra.24/2/0014,SERVICIOS INTEGRALES DE MANTENIMIENTO SIMALGA. S.L,4000651,,65.35 
190,Serv.integrales mant.s/fra.24/2/0014,HDA.P.IVA SOPORTADO      ,4720000,11.34 ,
190,Serv.integrales mant.s/fra.24/2/0014,OTROS SERVICIOS          ,6290000,54.01 ,
191,Cabify España s/fra.ESP24F13420,CABIFY ESPAÑA. S.A.,4000217,,334.80 
191,Cabify España s/fra.ESP24F13420,HDA.P.IVA SOPORTADO      ,4720000,30.44 ,
191,Cabify España s/fra.ESP24F13420,TRANSPORTES              ,6240000,304.36 ,
196,Refinitiv s/fra.901155867,REFINITIV. S.L.,4100059,,84.322.48 
196,Refinitiv s/fra.901155867,HDA.P.IVA SOPORTADO      ,4720000,14.634.48 ,
196,Refinitiv s/fra.901155867,SUSCRIPCIONES,6296000,69.688.00 ,
197,Josel s/fra.P/1973/24,JOSEL S.L.U.,4000187,,186.87 
197,Josel s/fra.P/1973/24,HDA.P.IVA SOPORTADO      ,4720000,32.43 ,
197,Josel s/fra.P/1973/24,ARRENDAMIENTOS           ,6210000,154.44 ,
198,Josel s/fra.P/1974/24,JOSEL S.L.U.,4000187,,186.87 
198,Josel s/fra.P/1974/24,HDA.P.IVA SOPORTADO      ,4720000,32.43 ,
198,Josel s/fra.P/1974/24,ARRENDAMIENTOS           ,6210000,154.44 ,
199,Josel s/fra.P/1975/24,JOSEL S.L.U.,4000187,,186.87 
199,Josel s/fra.P/1975/24,HDA.P.IVA SOPORTADO      ,4720000,32.43 ,
199,Josel s/fra.P/1975/24,ARRENDAMIENTOS           ,6210000,154.44 ,
200,Josel s/fra.P/1976/24,JOSEL S.L.U.,4000187,,121.00 
200,Josel s/fra.P/1976/24,HDA.P.IVA SOPORTADO      ,4720000,21.00 ,
200,Josel s/fra.P/1976/24,ARRENDAMIENTOS           ,6210000,100.00 ,
201,Josel s/fra.P/1977/24,JOSEL S.L.U.,4000187,,121.00 
201,Josel s/fra.P/1977/24,HDA.P.IVA SOPORTADO      ,4720000,21.00 ,
201,Josel s/fra.P/1977/24,ARRENDAMIENTOS           ,6210000,100.00 ,
202,Josel s/fra.P/1978/24,JOSEL S.L.U.,4000187,,121.00 
202,Josel s/fra.P/1978/24,HDA.P.IVA SOPORTADO      ,4720000,21.00 ,
202,Josel s/fra.P/1978/24,ARRENDAMIENTOS           ,6210000,100.00 ,
203,Mallorca s/fra.GE-48727,MALLORCA TALLERES ARTESANOS. S.L.,4100176,,34.00 
203,Mallorca s/fra.GE-48727,HDA.P.IVA SOPORTADO      ,4720000,3.46 ,
203,Mallorca s/fra.GE-48727,ALIMENTACIÓN,6291900,30.54 ,
204,Baker mckenzie s/fra.9280069873,BAKER McKENZIE MADRID. S.L.P.,4000790,,30.250.00 
204,Baker mckenzie s/fra.9280069873,HDA.P.IVA SOPORTADO      ,4720000,5.250.00 ,
204,Baker mckenzie s/fra.9280069873,FACTURAS PENDIENTES DE RECIBIR,4009000,25.000.00 ,
205,Mallorca s/fra.GE-48820,MALLORCA TALLERES ARTESANOS. S.L.,4100176,,224.50 
205,Mallorca s/fra.GE-48820,HDA.P.IVA SOPORTADO      ,4720000,20.78 ,
205,Mallorca s/fra.GE-48820,PUBLIC.PROPAG.RELAC.PUBL.,6270000,203.72 ,
206,Siemens renting s/fra.53140104511692,SIEMENS RENTING. S.A.,4000543,,61.69 
206,Siemens renting s/fra.53140104511692,HDA.P.IVA SOPORTADO      ,4720000,10.71 ,
206,Siemens renting s/fra.53140104511692,ARRENDAMIENTOS           ,6210000,50.98 ,
207,Mallorca s/fra.GE-48810,MALLORCA TALLERES ARTESANOS. S.L.,4100176,,40.50 
207,Mallorca s/fra.GE-48810,HDA.P.IVA SOPORTADO      ,4720000,4.05 ,
207,Mallorca s/fra.GE-48810,PUBLIC.PROPAG.RELAC.PUBL.,6270000,36.45 ,
208,Seguro resp.civil socios,HOWDEN IBERIA. S.A.U.,4000659,,92.808.91 
208,Seguro resp.civil socios,PRIMAS DE SEGUROS        ,6250000,92.808.91 ,
209,Mutua madrileña s/fra.1-240085,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041,,10.790.50 
209,Mutua madrileña s/fra.1-240085,HDA.P.IVA SOPORTADO      ,4720000,1.872.73 ,
209,Mutua madrileña s/fra.1-240085,SUMINISTROS Y GASTOS DE COMUNIDAD,6210001,8.917.77 ,
210,Mutua madrileña s/fra.1-240084,MUTUA MADRILEÑA AUTOMOVILISTA     ,4100041,,47.679.58 
210,Mutua madrileña s/fra.1-240084,HDA.P.IVA SOPORTADO      ,4720000,8.274.97 ,
210,Mutua madrileña s/fra.1-240084,ARRENDAMIENTOS           ,6210000,39.404.61 ,
211,Auren s/fra.11373,AUARA EMPRESA SOCIAL,4000697,,72.00 
211,Auren s/fra.11373,HDA.P.IVA SOPORTADO      ,4720000,6.55 ,
